Scenario,Global_Second,Phase,Phase_Name,Phase_Second,Market_State,Kia,Vintrumite,DB HiTek,POSCO Future M,Hyundai Motor,POSCO Holdings,Samsung Electronics,LS,Samsung SDI,Samsung Electro-Mechanics,HD Korea Shipbuilding,LS ELECTRIC,Korea Zinc,HMM,Hyundai Mobis,Korea Electric Power,Samsung C&T,SK Inc.,NAVER,Kakao,JUSUNG Engineering,EO Technics,Hanmi Semiconductor,LG Chem,Shinhan Financial,LEENO Industrial,LG Electronics,Celltrion,KODEX 200,EcoPro,Hana Financial,KODEX Semiconductor,SK Innovation,TIGER 200,KB Financial,KODEX Leverage,Meritz Financial,Samsung Biologics,KODEX KOSDAQ150,KODEX KOSDAQ150 Leverage,Wonik IPS,EcoPro BM,KODEX 200 Futures Inverse 2X,HD Hyundai Electric,Hyosung Heavy Industries,Woori Financial,HD Hyundai Heavy Industries,LG Energy Solution,TIGER Semiconductor TOP10,HPSP
Scenario 2,1389,5,Market Euphoria,189,TRADING,155928.24,410157.47,188932.78,309694.81,1057535.82,873264.21,218780.77,504443.59,828300.68,1016271.66,559351.43,355121.04,2969954.62,40142.6,410158.43,46521.25,361090.71,485583.01,1033881.47,37089.16,91023.24,467501.31,387956.92,425100.89,110865.91,134130.2,158793.2,198313.21,75698.82,160941.52,149513.85,142060.81,174848.62,114459.87,149865.87,131993.74,118992.1,1203511.96,17914.01,23376.96,123479.24,341876.03,129.07,1600997.1,3155354.57,37644.46,640582.37,829191.24,40521.12,53184.05
Scenario 2,1390,5,Market Euphoria,190,TRADING,156177.8,411014.79,188627.94,309699.37,1059375.14,875423.62,219262.88,505031.04,827070.75,1015852.89,560215.69,354763.07,2969953.87,40041.65,409420.54,46650.24,361747.19,485581.22,1036473.56,37190.54,91221.98,467016.36,388661.31,425799.08,110738.24,133777.27,158799.34,198009.2,75988.13,160534.81,149729.57,142078.98,174928.69,114813.28,149532.94,131986.28,118941.01,1199828.15,17912.49,23315.97,123457.86,342477.56,128.92,1598237.15,3162836.35,37630.79,638849.39,827583.19,40527.85,53201.47
Scenario 2,1391,5,Market Euphoria,191,TRADING,156353.29,411821.26,188240.28,309703.01,1061324.58,877794.97,219505.87,505306.17,825841.65,1015138.22,560888.07,354192.67,2969711.57,39930.11,408883.93,46755.15,362312.53,485954.82,1039697.54,37288.63,91386.12,466424.89,389408.53,425956.05,110583.29,133562.79,158848.54,197704.75,76279.74,160123.47,150054.9,142112.44,174949.84,114964.11,149324.34,131991.87,118939.43,1197448.22,17913.96,23269.51,123452.97,343368.71,128.75,1594924.71,3172762.64,37628.65,637919.13,824960.17,40546.43,53240.51
Scenario 2,1392,5,Market Euphoria,192,TRADING,156398.78,412648.13,187940.01,309727.07,1061931.12,880058.76,219787.18,505454.84,824493.27,1013802.3,562169.7,353867.25,2969173.24,39844.71,407792.1,46905.47,362887.64,486200.33,1041949.79,37387.42,91579.59,465624.56,390182.33,425833.46,110401.38,133154.8,158847.69,197595.45,76564.46,159863.91,150246.62,142108.84,174977.44,114994.0,148938.93,132005.25,118945.66,1195144.4,17914.44,23227.31,123482.08,344154.15,128.62,1592511.78,3180188.24,37618.9,637180.25,825489.22,40589.35,53235.94
Scenario 2,1393,5,Market Euphoria,193,TRADING,156517.5,413642.9,187680.93,309675.06,1062830.78,881889.7,219884.81,506324.29,823297.14,1012752.41,562978.81,353517.09,2966396.1,39826.65,406986.09,47018.84,363617.24,487489.36,1044545.79,37448.09,91717.84,464997.2,390471.57,426160.28,110230.09,132830.8,158816.97,197459.41,76829.02,159469.14,150532.11,142102.2,175016.14,115020.06,148804.93,132026.37,118947.32,1192004.16,17918.39,23208.42,123493.15,344973.52,128.4,1589081.98,3188491.86,37618.4,635846.65,824462.47,40638.24,53216.26
Scenario 2,1394,5,Market Euphoria,194,TRADING,156490.88,414462.57,187488.5,309748.6,1065967.24,884103.71,220458.8,506771.32,822031.43,1011577.66,564607.38,353262.5,2968689.38,39687.79,406447.9,47137.19,364158.78,488220.43,1047912.66,37536.36,91831.54,464244.93,391399.66,426527.66,110110.85,132549.33,158814.63,196959.21,77087.58,159021.2,150763.41,142108.21,175020.56,115180.4,148653.33,131980.43,118936.94,1189778.3,17917.73,23168.91,123491.24,345784.0,128.16,1587067.98,3195875.01,37606.97,634876.64,823244.19,40633.98,53209.4
Scenario 2,1395,5,Market Euphoria,195,TRADING,156513.15,415537.6,187287.12,309743.2,1067519.61,886873.17,220897.91,506924.96,821023.38,1010686.77,565731.29,352783.86,2968884.47,39621.63,405538.72,47141.46,364725.38,488393.26,1050559.81,37662.92,91956.59,463463.04,392193.81,426376.43,110029.11,132150.54,158812.11,196417.61,77318.31,158740.9,151140.33,142108.37,175044.81,115462.03,148691.97,132022.9,118931.27,1185646.76,17923.6,23105.67,123523.51,346591.82,127.94,1584352.5,3205432.54,37591.84,633855.26,822078.7,40630.65,53194.22
Scenario 2,1396,5,Market Euphoria,196,TRADING,156710.17,416542.1,187065.24,309750.43,1070661.39,888108.35,221049.5,507239.85,820044.05,1009962.62,567090.93,352492.41,2967286.88,39603.9,404531.66,47169.25,365174.23,489327.71,1052761.53,37712.2,92085.18,462562.11,392932.79,426900.23,109908.13,131816.67,158796.59,196098.98,77553.9,158372.02,151476.3,142137.71,175041.06,115585.45,148318.86,132042.99,118946.64,1183266.21,17922.74,23050.93,123535.79,347445.41,127.71,1581219.51,3212755.9,37595.19,633676.69,820645.64,40707.27,53171.96
Scenario 2,1397,5,Market Euphoria,197,TRADING,156895.57,417426.29,186720.43,309855.97,1073348.18,890322.44,221273.68,507718.55,818308.98,1008801.55,568007.61,351871.28,2966215.13,39532.13,402810.38,47312.35,365798.53,489883.34,1054921.34,37810.67,92260.84,461546.33,393399.31,427697.99,109794.7,131494.34,158853.4,195845.35,77816.76,158113.87,151646.6,142198.87,175070.87,115869.48,148016.78,132043.45,118957.69,1180991.36,17918.55,23005.9,123541.62,347868.75,127.53,1578118.12,3220585.92,37591.37,633267.73,819911.81,40731.39,53174.77
Scenario 2,1398,5,Market Euphoria,198,TRADING,157049.29,418459.12,186496.31,309854.87,1076448.72,892309.23,221830.41,508048.61,817150.68,1007433.67,569013.26,351199.91,2965812.52,39384.64,402074.01,47404.68,366301.61,490411.79,1056783.55,37842.24,92405.85,460955.49,394005.9,428126.1,109624.09,131274.61,158893.07,195459.74,78080.1,157461.64,152023.71,142192.4,175082.69,115938.44,147871.84,132035.55,119023.53,1177594.52,17918.85,22979.44,123529.94,348567.97,127.27,1575162.41,3228660.86,37591.36,632314.75,818465.73,40778.84,53217.16
Scenario 2,1399,5,Market Euphoria,199,TRADING,157306.87,419315.42,186088.01,309861.03,1077181.0,894089.74,221984.73,508595.57,816196.71,1005879.96,569610.71,350454.2,2967002.26,39324.41,401587.07,47495.88,366880.31,491008.62,1059540.11,37918.74,92598.88,460236.7,394394.24,428549.8,109514.86,131059.46,158902.08,195261.92,78355.1,157425.31,152230.14,142258.77,175132.06,116151.76,147666.78,132092.71,119023.93,1173841.27,17917.71,22932.26,123509.61,349104.17,127.04,1573717.26,3236639.13,37581.47,631143.08,816745.02,40777.17,53212.58
Scenario 2,1400,5,Market Euphoria,200,TRADING,157471.29,420216.85,185838.92,309800.27,1079024.68,896039.87,222401.77,508763.9,814812.85,1004509.64,570141.4,349673.67,2967041.31,39257.48,401150.76,47552.92,367744.19,491486.03,1062045.91,37980.1,92720.7,459516.02,395138.44,428681.95,109350.94,130778.4,158834.49,195141.58,78654.43,156946.43,152551.71,142261.73,175068.27,116435.16,147545.98,132116.23,119037.21,1170768.82,17905.47,22875.17,123496.75,349757.53,126.88,1572248.89,3243841.55,37568.08,631410.89,816115.83,40783.84,53226.41
Scenario 2,1401,5,Market Euphoria,201,TRADING,157452.57,420026.36,185541.26,309774.39,1081998.76,898701.51,222717.17,509189.56,813547.2,1003253.92,571042.03,349018.08,2968142.41,39212.15,400432.48,47693.79,368222.51,491865.66,1064973.66,38058.39,92884.7,458871.61,395671.65,428861.89,109290.26,130631.92,158782.01,194975.95,78897.94,156623.37,152684.13,142226.84,175106.98,116454.83,147430.75,132129.77,119022.53,1167684.99,17898.14,22840.53,123514.71,350435.56,126.37,1569409.3,3251819.53,37546.71,631023.96,814202.69,40798.05,53228.96
Scenario 2,1402,5,Market Euphoria,202,TRADING,157734.82,419818.6,185195.65,309743.13,1084007.17,900738.73,223035.01,509363.2,812574.7,1001877.89,572543.78,348685.5,2964536.8,39106.42,399798.04,47758.63,368264.91,492243.98,1067232.96,38113.97,93048.0,457941.06,396261.69,429291.54,109167.64,130222.03,158753.62,194647.01,79134.67,156480.01,152830.33,142211.89,175114.75,116704.09,146939.69,132120.92,119044.49,1165069.62,17895.47,22783.19,123505.15,350884.06,126.17,1566739.04,3258860.83,37529.25,630152.47,812484.76,40873.86,53212.89
Scenario 2,1403,5,Market Euphoria,203,TRADING,157851.12,419622.7,184905.36,309693.12,1086401.72,902640.57,223226.96,510003.89,811598.1,1000159.08,573858.5,347960.84,2963866.0,39088.45,399127.28,47763.52,369056.03,492579.58,1069449.78,38179.8,93165.27,457180.75,396764.5,429378.79,108979.23,129934.96,158753.31,194116.32,79403.47,156112.03,153372.52,142178.3,175082.44,116750.89,146930.33,132126.92,119032.83,1163995.36,17898.08,22724.81,123527.26,351626.84,125.82,1565003.75,3265451.24,37530.28,629897.96,811446.42,40910.37,53197.15
Scenario 2,1404,5,Market Euphoria,204,TRADING,157947.8,419361.39,184516.39,309662.17,1087634.87,904717.93,223492.79,510285.19,810424.0,999063.15,575280.78,347482.16,2964943.14,39005.54,398571.76,47811.4,369727.83,493150.77,1071525.99,38258.38,93343.88,456540.37,397321.0,430383.26,108831.73,129667.69,158690.79,193722.21,79635.06,155834.28,153576.99,142215.62,175075.57,117048.71,146474.34,132134.62,119049.38,1159494.38,17905.42,22687.57,123575.11,352268.4,125.64,1562516.2,3274248.59,37530.0,628959.61,810805.29,40924.72,53203.19
Scenario 2,1405,5,Market Euphoria,205,TRADING,158140.34,419130.33,184190.34,309670.05,1089515.2,906972.23,223924.68,510551.37,809143.04,997114.07,576262.07,347269.75,2963672.14,38935.72,398195.66,47854.11,370141.44,493869.95,1074260.34,38298.74,93489.99,456162.07,398193.15,431015.66,108743.05,129450.06,158685.41,193241.98,79875.33,155606.32,153882.74,142219.76,175054.83,117217.36,146250.73,132183.13,119012.47,1157225.45,17909.4,22669.09,123580.01,352992.78,125.45,1559750.96,3281739.18,37523.08,627901.86,808277.51,40979.94,53203.9
Scenario 2,1406,5,Market Euphoria,206,TRADING,158417.3,418769.68,183983.79,309683.54,1090249.81,909157.59,224458.17,511018.62,808128.72,995925.13,577382.75,347183.26,2961656.94,38887.43,397217.24,48012.25,370906.76,494251.97,1077420.45,38367.22,93643.94,455552.92,398493.9,430970.93,108704.11,129112.6,158713.05,192811.68,80147.75,155303.45,153869.48,142297.75,175074.01,117555.84,146231.67,132203.31,118956.0,1155945.76,17898.38,22625.06,123599.52,353780.41,125.17,1558255.69,3290368.54,37508.95,626426.68,806141.59,41031.89,53224.48
Scenario 2,1407,5,Market Euphoria,207,TRADING,158550.17,418471.69,183701.31,309561.08,1089773.21,911687.27,224503.6,511096.85,807206.47,994167.6,576409.05,346506.32,2962953.09,38951.38,397532.07,47974.57,370140.52,494984.09,1080215.81,38405.95,93837.46,454698.64,397891.19,431089.66,108597.74,129255.76,158720.57,192406.97,80409.48,155428.24,153702.9,142319.92,175038.26,117447.33,146216.4,132251.38,118989.84,1158165.46,17887.1,22574.28,123624.57,354450.35,125.28,1554763.77,3298263.96,37501.27,625188.86,806859.86,41031.28,53233.05
Scenario 2,1408,5,Market Euphoria,208,TRADING,158700.44,418242.87,183429.37,309653.14,1087626.06,913392.31,224576.03,512055.32,806094.82,993055.27,575058.75,345995.64,2962295.71,38980.95,397898.2,47905.02,370168.18,495075.41,1082449.68,38471.82,93993.66,454091.0,397520.47,430856.73,108467.73,129266.42,158800.15,192121.78,80672.73,155433.83,153397.19,142321.99,175101.49,117395.27,146263.16,132276.01,119029.78,1160249.05,17877.18,22507.98,123623.07,355149.05,125.35,1551584.96,3307259.38,37489.29,624236.71,808042.69,41054.17,53233.19
Scenario 2,1409,5,Market Euphoria,209,TRADING,158903.59,417945.99,183060.87,309590.64,1086096.66,916036.21,224719.27,512334.14,805081.63,991428.47,573639.93,345215.97,2962273.34,39011.3,398880.67,47885.79,369047.04,495709.71,1085585.97,38523.2,94159.29,453608.45,397295.4,430727.82,108318.08,129329.81,158834.9,191538.85,80936.9,155348.45,153150.38,142312.16,175125.45,117154.11,146595.24,132305.52,119064.48,1162609.49,17884.03,22462.96,123651.99,355738.57,125.43,1548488.78,3315513.87,37464.9,622663.57,809918.6,41055.75,53254.23
Scenario 2,1410,5,Market Euphoria,210,TRADING,158963.67,417760.4,182810.81,309339.18,1084367.01,917891.65,224364.59,512972.01,803969.44,989351.44,572715.11,344845.14,2960390.53,39031.73,399234.44,47771.14,368656.98,495368.03,1088299.66,38603.38,94375.58,452775.17,396917.94,430885.7,108151.6,129396.64,158963.0,191221.28,81191.87,155455.66,153116.3,142377.59,175179.63,117001.03,146832.67,132312.95,119043.28,1164800.07,17882.74,22401.7,123657.6,356398.69,125.44,1545573.81,3323738.13,37445.54,621909.51,810118.96,41092.2,53281.97
Scenario 2,1411,5,Market Euphoria,211,TRADING,159120.26,417512.18,182605.07,309264.13,1082162.24,919639.42,224434.39,513653.72,802757.66,987838.49,571829.46,344148.1,2958314.58,39112.65,399446.78,47716.18,367725.16,496305.24,1090660.85,38649.87,94515.7,451875.36,396978.17,430475.03,108030.15,129542.82,159021.82,191030.53,81437.79,155567.14,153066.62,142472.91,175156.58,117176.2,147145.8,132326.42,118992.14,1167451.8,17885.7,22351.62,123662.39,357187.58,125.76,1543158.63,3331436.72,37453.2,621153.93,811910.46,41070.58,53291.46
Scenario 2,1412,5,Market Euphoria,212,TRADING,159315.52,417224.52,182304.49,309348.17,1081534.55,921947.2,224202.22,513639.91,801893.35,987244.56,570537.62,343680.49,2956710.86,39135.33,399384.9,47717.02,367278.94,496893.52,1092694.17,38729.7,94638.5,451161.12,396885.61,429976.61,107859.79,129577.35,158988.66,190709.3,81656.14,155903.91,153080.93,142443.3,175223.06,117135.15,147368.62,132364.17,119028.53,1169841.58,17869.76,22296.67,123633.16,357923.37,125.67,1540772.96,3340148.45,37466.18,620729.02,812395.35,41088.24,53294.61
Scenario 2,1413,5,Market Euphoria,213,TRADING,159442.58,416957.25,181950.81,309390.42,1081310.63,924591.09,224253.61,514027.54,800415.48,985294.6,569873.1,342772.69,2956739.68,39239.12,400095.77,47606.42,366713.15,497229.63,1094790.98,38822.67,94763.08,450519.93,396613.78,430000.96,107714.05,129696.17,158982.07,190195.1,81888.14,156026.08,152882.53,142455.14,175292.97,117157.23,147755.66,132346.54,119007.47,1170384.93,17866.67,22243.85,123648.08,358603.86,125.66,1538055.36,3347728.94,37470.93,619238.8,814248.28,41072.12,53287.75
Scenario 2,1414,5,Market Euphoria,214,TRADING,159542.45,416669.94,181696.9,309333.98,1080403.14,926806.41,224113.35,514348.12,799589.93,983689.8,568408.25,342067.99,2956410.09,39271.46,400635.26,47513.46,366175.86,498291.71,1096947.81,38922.53,94944.96,449830.42,395889.97,429731.39,107582.53,129723.88,158976.39,189956.92,82113.35,156181.04,152770.83,142489.21,175311.0,117124.94,147933.72,132355.62,118960.24,1173783.33,17867.7,22192.33,123636.4,359519.37,125.56,1534564.32,3355464.19,37464.36,617252.11,815826.88,41126.29,53278.1
Scenario 2,1415,5,Market Euphoria,215,TRADING,159657.26,416467.72,181341.29,309399.9,1077623.8,928950.45,224011.78,514555.15,798255.11,982448.5,567984.25,341468.09,2956441.1,39322.19,401086.7,47517.29,365955.26,499331.78,1099042.32,39007.33,95125.42,448791.73,394996.08,430030.77,107510.34,129623.91,158969.92,189357.64,82365.82,156357.18,152472.78,142469.87,175343.63,116829.47,148125.72,132338.35,118964.14,1173744.17,17870.94,22149.53,123640.1,360463.92,125.61,1532377.95,3363697.73,37459.41,615511.19,816461.49,41104.99,53269.82
Scenario 2,1416,5,Market Euphoria,216,TRADING,159720.49,416188.7,181026.15,309514.45,1076158.78,931349.7,223792.9,515317.33,797227.91,981076.18,567577.88,340970.26,2957111.93,39355.73,401259.16,47293.08,365453.23,499550.82,1101345.0,39077.07,95252.97,447980.46,394162.64,430260.91,107368.84,129680.94,158933.34,188754.11,82612.41,156513.64,152520.31,142402.96,175322.38,116787.0,148119.51,132335.53,118941.11,1175080.6,17869.55,22095.63,123661.51,361289.31,125.78,1529605.49,3371886.8,37454.08,614177.04,819202.86,41116.76,53263.02
Scenario 2,1417,5,Market Euphoria,217,TRADING,159912.28,415750.78,180761.65,309541.07,1074333.42,934200.73,223490.37,515637.45,796261.87,980104.36,566344.04,340297.4,2954691.48,39390.17,401447.4,47348.24,365675.02,499999.26,1104267.84,39173.1,95427.88,447477.09,393979.9,429993.31,107172.76,129728.28,158920.57,188264.06,82890.14,156590.73,152407.17,142395.55,175371.93,116645.36,148435.9,132334.57,118930.91,1177143.6,17872.56,22028.11,123693.99,362039.0,126.04,1527026.67,3380031.39,37441.25,613413.67,820735.13,41178.36,53268.76
Scenario 2,1418,5,Market Euphoria,218,TRADING,160002.1,415344.74,180522.62,309480.44,1073990.62,936075.68,223411.36,515617.69,795045.1,978116.9,565504.95,340141.72,2953168.53,39436.9,401877.52,47334.86,365391.54,500869.1,1107379.61,39230.24,95563.44,446818.23,393621.3,430753.75,107039.05,129794.02,158874.93,187835.22,83096.34,156681.08,152510.58,142387.32,175421.77,116635.47,148745.56,132354.95,118981.34,1178889.47,17865.09,21991.03,123707.18,362640.25,126.23,1525616.74,3389571.85,37444.8,612857.63,821419.28,41206.42,53270.25
Scenario 2,1419,5,Market Euphoria,219,TRADING,160242.63,415263.84,180249.45,309483.14,1072460.92,939196.96,223302.14,516046.29,794035.72,976406.88,564761.64,339933.81,2952309.44,39503.71,402145.99,47333.45,364849.65,501288.48,1109432.58,39320.19,95753.55,446177.49,392960.6,430137.83,106891.2,129820.4,158830.44,187165.39,83341.0,156607.63,152370.29,142395.54,175451.78,116367.71,148891.01,132367.77,118990.14,1179273.04,17873.83,21930.09,123726.34,363191.92,126.27,1522609.68,3398228.42,37439.53,611292.45,822631.33,41225.61,53264.13
Scenario 2,1420,5,Market Euphoria,220,TRADING,160290.66,414919.73,179944.83,309517.76,1071550.43,940594.78,223074.26,516823.74,792894.51,975638.08,564390.54,339197.78,2952340.15,39564.1,402618.52,47223.09,364334.77,501779.96,1112709.96,39399.22,95942.19,445726.01,392816.35,429797.67,106827.42,129854.09,158868.79,186878.06,83532.35,156915.08,152316.29,142424.31,175482.27,116205.02,148821.12,132340.81,119016.72,1179301.82,17872.2,21898.33,123700.83,364049.03,126.43,1520339.38,3406231.16,37430.41,610527.1,823297.13,41210.33,53264.12
Scenario 2,1421,5,Market Euphoria,221,TRADING,160516.4,414909.38,179727.97,309487.95,1070161.33,942639.96,222861.44,516850.85,791953.42,975200.86,563407.88,338641.59,2950269.08,39598.82,402350.91,47197.78,363783.06,502276.68,1115357.57,39496.82,96066.71,444824.58,392371.19,429570.22,106759.34,129962.91,158881.67,186722.99,83788.54,156859.42,152181.78,142413.95,175450.95,116211.77,149075.41,132328.72,119071.96,1180678.15,17870.58,21852.99,123711.62,364579.53,126.71,1517272.98,3416489.79,37431.75,609676.15,823940.48,41237.06,53285.94
Scenario 2,1422,5,Market Euphoria,222,TRADING,160677.83,414449.02,179398.93,309449.2,1069473.48,944486.95,222776.55,516998.61,791569.97,974251.14,562497.66,337983.56,2949614.89,39617.32,402535.99,47199.54,362923.04,502468.36,1118166.23,39575.01,96200.38,443893.82,392263.61,429292.06,106631.93,130078.29,158885.69,186628.41,84078.8,156849.75,152163.18,142405.69,175466.05,116039.77,149556.31,132351.18,119095.78,1182370.58,17872.87,21817.36,123744.12,365384.24,126.7,1514149.73,3424157.94,37436.29,607845.28,825488.94,41268.22,53322.68
Scenario 2,1423,5,Market Euphoria,223,TRADING,160757.18,414266.81,179154.03,309424.02,1067981.24,946967.9,222742.31,517420.69,790381.07,973362.12,561386.52,337230.03,2950077.78,39690.7,402439.63,47151.15,361933.89,503817.12,1120514.46,39629.27,96320.83,443026.17,391355.89,429287.44,106547.9,130202.28,158904.46,186211.31,84329.29,157063.9,152267.76,142383.62,175452.8,116153.88,149982.62,132393.93,119103.08,1183604.55,17871.1,21770.35,123736.48,365929.04,126.81,1510977.06,3431158.33,37424.48,606863.39,826907.84,41259.4,53338.13
Scenario 2,1424,5,Market Euphoria,224,TRADING,160830.98,414079.97,178890.25,309404.24,1066590.99,948920.56,222603.07,518178.56,789146.08,972259.29,560795.23,336560.47,2949824.07,39696.91,402468.29,47127.5,361433.18,504448.39,1122648.5,39688.48,96466.11,442314.06,390841.38,428907.06,106429.68,130246.85,158916.0,185849.81,84635.37,157049.23,152220.94,142424.43,175495.82,116033.49,150281.33,132407.86,119152.12,1183315.65,17867.49,21704.68,123752.53,366667.86,126.92,1508308.86,3438017.8,37421.3,605574.43,826121.03,41319.9,53356.07
Scenario 2,1425,5,Market Euphoria,225,TRADING,161107.19,413924.21,178756.64,309365.49,1065388.25,948097.46,222527.36,518557.8,787982.09,970596.65,559479.07,336210.28,2950040.59,39774.61,402255.16,47006.4,361214.54,504814.85,1125611.43,39751.09,96632.19,441746.55,390116.13,429251.72,106289.68,130190.48,158887.61,185573.99,84916.98,157387.34,152050.5,142505.78,175552.05,115984.57,150355.99,132446.7,119099.03,1184227.63,17859.75,21663.22,123750.82,367156.7,126.98,1505153.51,3445560.46,37435.71,604968.44,826588.21,41369.91,53355.86
Scenario 2,1426,5,Market Euphoria,226,TRADING,161343.2,413604.99,178503.4,309384.52,1064062.01,946558.59,222381.21,518629.89,786888.81,968751.53,558294.18,335691.47,2948210.93,39841.87,402825.51,46925.92,360841.06,505238.84,1128527.41,39849.11,96771.49,440964.92,389849.46,429201.54,106167.51,130312.64,158899.28,184996.59,85164.54,157411.28,152049.59,142541.12,175595.73,115850.31,150930.92,132443.9,119041.38,1185922.07,17858.14,21603.12,123789.59,367764.16,127.11,1503211.76,3451884.2,37429.5,604308.81,828547.69,41360.79,53380.37
Scenario 2,1427,5,Market Euphoria,227,TRADING,161372.71,413324.75,178257.41,309355.71,1062334.96,945800.27,222286.96,518690.01,785935.95,969507.75,557161.7,335507.54,2948312.49,39911.52,403158.78,46889.96,360112.72,504133.14,1131075.43,39951.0,96898.61,441098.15,389110.93,429023.87,106055.29,130402.32,158855.86,184998.88,85442.09,157664.26,152030.72,142554.86,175619.17,115816.9,150935.7,132477.84,119023.59,1187974.96,17860.26,21550.94,123785.37,366853.99,127.26,1501154.69,3459839.55,37398.74,604180.47,830922.07,41395.83,53374.0
Scenario 2,1428,5,Market Euphoria,228,TRADING,161462.42,413138.57,178019.48,309285.5,1059993.09,944568.8,221956.15,518295.58,784763.14,968829.41,556431.46,334821.86,2948838.98,39948.61,403070.34,46836.6,359126.76,503764.93,1133750.92,40064.23,97033.55,441708.47,388962.69,428958.0,105919.84,130503.03,158876.37,185397.03,85666.58,157761.88,151883.92,142657.36,175659.22,115660.05,150945.53,132529.5,119058.57,1190865.89,17866.78,21509.05,123796.82,366623.69,127.38,1499482.18,3467623.9,37397.77,604626.35,831584.65,41410.45,53364.0
Scenario 2,1429,5,Market Euphoria,229,TRADING,161517.79,412843.25,177810.79,309262.96,1059383.07,943783.75,221695.85,517671.02,783781.96,968852.51,555194.03,334372.36,2948907.55,40022.5,403086.39,46791.78,358880.25,503618.7,1136357.48,40132.8,97197.13,441787.41,388647.44,428666.71,105819.79,130601.69,158861.07,185748.16,85936.47,158011.2,151937.73,142630.55,175637.89,115551.63,151070.1,132547.35,119105.11,1192076.07,17873.19,21456.88,123824.17,365862.81,127.54,1497373.53,3474715.97,37404.45,604538.26,833803.2,41460.96,53368.09
Scenario 2,1430,5,Market Euphoria,230,TRADING,161517.01,412584.1,177429.41,309353.25,1058592.5,942100.99,221612.24,517612.17,782427.71,967816.79,553936.02,333702.02,2948696.99,40030.01,403022.59,46782.82,358312.95,503145.03,1138397.97,40233.13,97288.5,441943.87,388268.95,428257.73,105733.29,130698.78,158898.11,186155.33,86299.46,158175.86,151718.03,142661.92,175644.87,115539.33,151005.32,132579.13,119129.73,1193671.12,17861.65,21400.42,123823.74,365411.78,127.57,1494894.5,3484283.82,37392.58,604779.34,834880.09,41496.6,53362.39
Scenario 2,1431,5,Market Euphoria,231,TRADING,161557.3,412467.92,177114.48,309334.56,1057585.44,940639.29,221134.74,517103.65,781231.93,967867.8,553587.0,332812.52,2947599.49,39984.51,403606.88,46732.28,357472.26,502752.4,1141378.82,40309.28,97481.35,442187.15,387889.85,428444.0,105611.52,130687.15,158859.23,186483.32,86542.76,158321.37,151634.16,142698.99,175670.08,115463.93,151158.73,132609.36,119118.08,1195663.24,17870.95,21344.21,123816.27,364898.59,127.8,1491649.42,3491239.84,37380.65,605253.0,835554.19,41563.31,53354.65
Scenario 2,1432,5,Market Euphoria,232,TRADING,161595.6,412135.99,176841.21,309285.88,1055410.4,939617.94,221068.23,517040.47,780413.23,967842.03,553037.71,332439.23,2948360.38,40027.06,404441.86,46713.23,357312.54,501801.09,1143774.31,40394.8,97615.84,442364.12,387838.83,428727.83,105480.18,130816.5,158837.29,186753.68,86824.94,158280.74,151706.25,142713.62,175672.39,115448.4,151193.51,132616.81,119063.37,1196723.8,17862.24,21300.03,123802.51,364221.0,128.04,1489626.1,3499369.61,37362.24,606008.31,837605.87,41640.96,53345.55
Scenario 2,1433,5,Market Euphoria,233,TRADING,161676.4,411911.31,176624.59,309235.05,1054685.86,938913.83,221025.01,516554.8,779119.67,967619.96,552126.1,332202.53,2947566.5,40011.26,405369.12,46680.64,356539.74,500978.27,1146225.94,40435.31,97751.89,442470.68,387362.6,428675.85,105308.66,130897.16,158838.75,186975.39,87113.46,158404.65,151465.54,142763.57,175681.36,115327.79,151404.73,132616.65,119029.11,1197656.36,17852.28,21257.54,123825.55,363689.57,128.09,1488813.39,3507355.75,37364.61,606728.0,838908.04,41672.99,53353.92
Scenario 2,1434,5,Market Euphoria,234,TRADING,161823.98,411466.76,176452.0,309141.07,1053074.85,938837.23,220913.65,516461.42,777989.52,967513.85,551240.53,331906.26,2947722.49,40071.94,405843.12,46640.13,356574.23,500797.6,1148979.6,40478.16,97897.17,442942.94,386853.17,428847.24,105145.9,131055.07,158829.3,187091.52,87294.84,158478.44,151650.15,142781.64,175757.43,115377.57,151630.79,132654.83,119001.68,1200160.22,17848.11,21222.24,123820.75,363328.42,128.22,1486549.09,3514928.52,37363.95,607405.41,840051.51,41744.04,53348.51
Scenario 2,1435,5,Market Euphoria,235,TRADING,161770.99,411143.62,176309.83,309311.33,1051340.18,936635.46,220868.53,515811.68,777173.41,966691.97,550022.82,331236.83,2946080.22,40100.56,406232.78,46570.71,355490.35,501071.31,1151722.7,40544.02,97998.18,443019.86,386474.88,428975.45,104988.61,131146.79,158818.18,187194.25,87493.98,158662.58,151546.96,142785.29,175762.45,115360.38,151823.78,132660.1,118921.99,1201853.82,17833.38,21190.49,123830.98,362907.96,128.42,1484539.61,3523810.53,37340.96,608296.0,841455.06,41782.61,53361.88
