Scenario	Global_Second	Phase	Phase_Name	Phase_Second	Market_State	Kia	SK hynix	DB HiTek	POSCO Future M	Hyundai Motor	POSCO Holdings	Samsung Electronics	LS	Samsung SDI	Samsung Electro-Mechanics	HD Korea Shipbuilding	LS ELECTRIC	Korea Zinc	HMM	Hyundai Mobis	Korea Electric Power	Samsung C&T	SK Inc.	NAVER	Kakao	JUSUNG Engineering	EO Technics	Hanmi Semiconductor	LG Chem	Shinhan Financial	LEENO Industrial	LG Electronics	Celltrion	KODEX 200	EcoPro	Hana Financial	KODEX Semiconductor	SK Innovation	TIGER 200	KB Financial	KODEX Leverage	Meritz Financial	Samsung Biologics	KODEX KOSDAQ150	KODEX KOSDAQ150 Leverage	Wonik IPS	EcoPro BM	KODEX 200 Futures Inverse 2X	HD Hyundai Electric	Hyosung Heavy Industries	Woori Financial	HD Hyundai Heavy Industries	LG Energy Solution	TIGER Semiconductor TOP10	HPSP
Scenario 1	1331	5	Market Euphoria	131	TRADING	151444.57	2429565.7	149424	282757.81	501780	444347.03	374465.3	491660.12	768083.53	924492.44	445158.5	323260.75	1545965.08	19814.09	460380.42	42624.77	288125.3	500854.4	172245.67	52181.23	120576.07	442772.33	354981.07	419591.31	92613.26	116258.67	148299.14	194246.25	104843.98	159094.11	121789.49	205373.01	151126.21	94528.13	138416.87	203122.25	114079.43	1348595.18	19450.58	15439.66	124944.63	223607.54	135.68	1234641.4	3538223.05	34280.38	603697.46	450841.38	65529.02	49763.16
Scenario 1	1332	5	Market Euphoria	132	TRADING	151339.64	2425328.32	149284.11	282988.29	501554.04	444467.93	374580.59	491832.37	768829.69	925988.65	445229.96	322345.13	1549908.63	19822.68	460695.63	42690.36	287857.92	498902.12	172325.78	52326.86	120404.63	442248.16	354853.64	419440.26	92648.89	116200.93	148207.24	194396.29	105008.47	158867.55	121860.29	205964.7	151080.82	94565.98	138881.92	202127.48	114129.59	1347084.96	19468.05	15403.47	124694.18	223612.1	135.24	1233432.8	3541701	34298.62	603198.12	450496.35	65404.74	49571.42
Scenario 1	1333	5	Market Euphoria	133	TRADING	151559.57	2416784.36	149399.55	283491.96	501164.64	444817.26	375653.95	491430.1	769733.04	924809.22	445522.17	322684.32	1551544.66	19818.03	461735.52	42754.3	286100.09	498589.2	172111.71	52394.99	120207.55	441511.76	355202.22	418573.4	92745.11	116153.19	148250.95	194597.11	104880.97	158546.53	121898.43	207246.06	151110.16	94506.08	139316.58	201978.56	114342.87	1346113.99	19542.34	15360.92	124917.07	223561.62	135.23	1235313.13	3537348.06	34317.78	602460.53	450989.73	65494.93	49644.97
Scenario 1	1334	5	Market Euphoria	134	TRADING	151584.72	2423164.81	149312	284068.79	501979.96	444885.55	376593.24	491634.47	770600.29	926444.68	445594.33	322869.12	1552448.01	19833.79	461988.3	42750.19	286325.51	499362.95	172389.72	52489.74	119400.72	441947.09	355520.73	418980.11	92976.54	115986.46	148060.71	194865.91	104767.64	158737.31	121951.78	206988.83	150965.7	94732	140038.19	201955.85	114638.17	1346390.82	19619.26	15335.04	125340.83	223246.6	135.9	1233299.41	3539707.92	34331.31	602125.06	450554.78	65691.56	49579.4
Scenario 1	1335	5	Market Euphoria	135	TRADING	151567.32	2413328.39	149075.27	284584.96	502546.86	444729.42	376090.91	491570.36	774292.44	926041.11	445634.75	324023.12	1553186.5	19852.84	462662.02	42757.46	285067.53	499453.11	172460.83	52600.64	119450.99	442994.15	355787.17	419548.03	93250.91	115613.47	147702.34	194719.28	104845.96	158883.14	121908.43	207603.18	151084.59	94807.13	140583.02	200747.46	115119.11	1345427.84	19650.86	15304.02	124450.37	223280.13	136.28	1234768.71	3534661.97	34314.48	602814.06	451279.72	65390.46	49524.11
Scenario 1	1336	5	Market Euphoria	136	TRADING	151533.86	2420385.97	149054.29	284770.45	502465.31	444930.64	375206.48	491955.96	772587.59	925720.24	445817.68	325311.78	1555629.22	19843.74	462012.18	42772.22	283909.48	499335.45	172507.52	52741.56	119587.59	443485.16	356670.43	419038.84	93516.26	115508.37	147538.42	194459.1	104915.4	158947.29	121969.85	207736.5	150817.36	94867.11	141140.44	201701.58	115632.32	1345893.24	19713.04	15309.91	124447.68	223600.85	136.23	1234481.75	3524838.67	34308.84	602739.97	451664.91	65456.79	49793.47
Scenario 1	1337	5	Market Euphoria	137	TRADING	151575.6	2418503.63	149242.79	285032.52	502428.64	444958.11	376678.84	491487.3	770719.54	927974.56	445359.16	325037.88	1558793.71	19829.92	461889.88	42732.24	283006.74	499690.54	172251.83	52825.87	119534.49	442872.21	355518.5	419069.71	93946.66	115565.23	147581.89	194283.2	104886.48	158847.13	121900.59	207760.3	150971.4	94809.44	141953.3	202310.05	116087	1345597.57	19754.77	15272.7	125048.16	223560.55	135.41	1235102.91	3522646.07	34327.17	602851.65	452128.37	65686.63	49789.33
Scenario 1	1338	5	Market Euphoria	138	TRADING	151524.34	2428221.42	148892.65	285457.37	502662.71	444618.63	375989.6	491663.26	771462.85	929246.48	445604.98	324679.2	1563786.25	19827.69	460174.01	42742.08	282088.45	500053.44	172283.21	52964.93	119565.51	443318.36	356047.22	418926.29	94417.25	115522.1	147926.6	194544.49	104966.4	159041.96	121835.42	207274.21	151123.96	94514.17	142662.34	202540.23	116656.22	1347098.59	19818.05	15243.9	125188.27	223720.12	135.49	1234318.05	3522258.01	34359.35	603520.2	451900.34	65361.52	49656.05
Scenario 1	1339	5	Market Euphoria	139	TRADING	151526.01	2434127.09	148285.85	285337.31	502915.58	445901.17	376552.22	491702.52	772566.14	930431.95	445422.56	324362.97	1564907.37	19830.61	461004.57	42723.84	280640.64	499550.98	172224.29	53070.76	120084.5	443209	356047.91	419301.94	94925.58	115592.05	147478.59	194718.18	105010.83	159040.39	122013.19	207718.76	151186.68	94473.38	143248.44	202944.25	116872.55	1347647.72	19880.08	15218.89	125020.95	224208.63	135.24	1234864.28	3527997.17	34383.16	603077.15	452114.13	65409.68	49561.19
Scenario 1	1340	5	Market Euphoria	140	TRADING	151803.97	2437434.93	148344.91	285196.68	502665.7	446213.27	374800.57	492904.17	773671.41	929315.9	445883.21	324495.03	1570510.48	19836.32	459866.65	42678.99	280794.07	500319.95	172044.38	53183.18	120218.31	442975.97	354927.97	419313.37	95445.74	115611.97	147682.09	194935.43	105013.93	158504.91	122033.36	208090.49	151298.62	94494.36	143982.03	203352.48	117004.08	1347984.16	19913.48	15236.79	124803.8	224111.9	134.84	1235116.82	3534557	34406.54	602213.41	451494.97	65073.33	49549.5
Scenario 1	1341	5	Market Euphoria	141	TRADING	151615.33	2436322.27	148163.83	285950.99	503580.56	446224.09	374213.74	492913.38	772465.93	933768.22	445812.92	323853.87	1569830.82	19844.8	459206.34	42691.53	279620.14	500432.88	171714.24	53312.39	120941.92	442296.46	354920.36	419490.18	96052.08	115795.06	147408.01	195136.33	105077.66	158072	122168.57	208060.93	151208.6	94486.02	144736.53	203324.44	116984.59	1347870.63	19936.2	15234.74	124917.67	224214.9	134.32	1235775.65	3531449.52	34427.55	602169.05	450993.24	64993.32	49383.74
Scenario 1	1342	5	Market Euphoria	142	TRADING	151777.28	2436761.18	148171.27	286573.86	503473.69	445696.18	373575.87	493722.39	772173.53	936423.36	445727.16	323625.06	1570714.4	19850.95	459619.19	42641.58	278613.55	499855.02	171745.85	53430.63	121694.41	443205.03	354593.21	419426.3	96629.26	115783.14	147390.72	195121.5	105303.72	157806.08	122379.45	208673.47	151212.79	94604.75	145501.11	203492.82	116639.49	1348198.07	19944.61	15283.98	124878.49	224413.57	134.19	1238177.44	3533354.06	34427.26	602607.76	451627.17	65145.23	49142.04
Scenario 1	1343	5	Market Euphoria	143	TRADING	151645.19	2440772.94	148103.19	286635.8	503678	445710.46	372867.28	493998.11	772517.53	938421.77	446447.54	323158.79	1572609.67	19819.47	458454.03	42650	276421.69	498601.72	171664.7	53505.25	122339.84	443279.76	353766.56	419315.21	97226.12	115572.79	147725.24	195148.78	105228.27	157662.14	122242.82	209116.44	151413.85	94485.28	146167.81	204705.78	116185.61	1345676.47	19933.26	15353.49	125082.96	225289.46	134.09	1237184.72	3534869.77	34433.62	602905.87	452012	65557.92	49166.49
Scenario 1	1344	5	Market Euphoria	144	TRADING	151514.15	2443950	148373.73	286465.5	504014.79	446120.23	372513.91	493298.37	772061.31	941497.5	446025.56	324233.58	1573290.54	19833.36	458735.77	42662.09	274741.22	499414.91	171806.29	53620.05	123244.1	443770.46	353183.52	419184.37	97808.29	115508.9	147881.23	195058.79	105164.61	157763.29	122312.77	209420.16	151801.16	94457.8	146904.64	204736.4	115621.49	1345568.42	19993.98	15401.96	124954.55	225645.86	133.41	1243186.56	3528941.44	34484.77	602732.97	451979.05	65364.38	49097.88
Scenario 1	1345	5	Market Euphoria	145	TRADING	151286.77	2447583.42	148329.37	286709.71	504145.68	446655.81	372536.26	493527.5	772429.24	944518.67	446474.41	324308.26	1575582.44	19839.27	458221.17	42704.07	273946.51	499663.03	171313.29	53684.88	123724.56	442871.27	353261.49	418989.41	98179.17	115562.27	148040.66	195170.67	105303.21	157500.28	122348.62	209644.55	152010.42	94414.72	147789.22	204512.59	114903.32	1346281.32	19982.46	15390.94	125264.61	226210.63	133.41	1244989.32	3532370.93	34509.3	602561.1	452418.08	65226.79	49103.89
Scenario 1	1346	5	Market Euphoria	146	TRADING	151116.02	2448221.91	148302.21	286762.29	504791.7	446455.61	374187.25	493342.66	773853.65	942498.48	447089.44	324985.03	1581461.2	19845.15	457771.98	42710.19	272428.27	501102.44	171164.26	53764.04	124248.42	443287.64	351109.78	418803.39	98469.04	115774.25	148043.63	195019.96	105432.77	157824.49	122406.56	209242.23	151897.99	94367.14	148746.23	206328.2	114410.75	1345337.14	19967.16	15435.13	125215.87	227027.91	133.75	1249031.11	3526723.13	34493.93	602497.14	451942.39	65149.74	48966.09
Scenario 1	1347	5	Market Euphoria	147	TRADING	151067.35	2449156.67	148073.66	286882.43	504785.38	446047.91	374767.64	492753.52	773212.02	947098.1	447668.61	325829.37	1585715.71	19855.65	458187.16	42707.16	271467.62	500912.54	170802.85	53851.3	124243.14	443050.47	350509.6	418184.67	98572.66	115779.2	147906.7	195259.27	105390.39	157434.67	122431.56	209758.29	152106.98	94520.52	149350.35	206637.52	113983.47	1346561.88	19966.99	15493.73	125948.97	227855.28	133.59	1253762.89	3522836.12	34508.81	602463.95	451885.86	64953.23	49058.91
Scenario 1	1348	5	Market Euphoria	148	TRADING	151145.14	2456864.22	148309.08	286250.23	504146.7	446113.09	374110.95	491163.86	773831.58	950375.56	447872.64	327081.58	1587847.72	19849.68	457037.85	42763.34	270533.1	502067.19	170855.68	53880.93	124266.08	443927.04	350337.98	417261.16	98442.04	115525.99	147806.66	195167.33	105508.55	157409.03	122442.37	210189.73	151825.31	94378.21	149862.8	207429.95	113634.98	1349007.92	19993.08	15521.73	125889.92	228141.62	133.35	1257891.22	3517533.27	34529.83	604001.12	452156.5	65161.16	48872.46
Scenario 1	1349	5	Market Euphoria	149	TRADING	151165.1	2456868.11	148084.77	286805.59	504702.31	446240.29	375327.41	489432.84	772610.65	949662.41	447888.61	326710.65	1590603.2	19862.67	457296.58	42796.66	268285.89	501110.71	171075.1	53884.61	124451.54	445341.57	349027.68	417181.06	98250.82	115359.99	147889.95	195294.74	105503.98	157543.58	122362.88	209583.53	151681.67	94293.84	150427.88	206667.52	113462.55	1351092.62	19989.3	15569.81	125642.03	228732.22	133.87	1264422.77	3517903.57	34537.66	604224.93	451066.38	65133.29	48744.7
Scenario 1	1350	5	Market Euphoria	150	TRADING	150820.85	2465390.63	148322.03	287158.06	503942.61	446235.59	375355.93	488034.92	772988.34	948216.15	448250.3	327838.07	1594231.06	19869.4	458112.19	42801.53	266865.8	502571.49	171225.99	53916.73	124912.91	445822.59	347248.04	417160.49	97881.77	115321.23	147617.2	195231.66	105244.19	157416.5	122459.15	210044.3	151499.21	94515.54	150923.46	205592.61	113353.2	1350818.2	19998.8	15598.74	125666.41	229445.8	132.79	1269678.21	3514198.76	34569.07	603563.72	451909.57	64930.86	48722.47
Scenario 1	1351	5	Market Euphoria	151	TRADING	151212	2468742.02	148864.65	287028	503835.51	445779.11	376515.12	488759.56	771358.69	951308.26	447654.06	327971.76	1597603.41	19864.27	457823.23	42753.46	265219.49	502097.12	171193.31	53974.98	124819.7	445383.55	347044.27	417527.14	97439.61	115440.89	147559.38	195428.2	105208.08	157999.66	122464.04	209623.18	151404.84	94749.12	151635.18	207479.8	113303.16	1350306.7	19973.06	15558.15	125218.94	229883.2	132.42	1273790.5	3511707.76	34610.23	603776.35	452789.72	64690.91	48951.75
Scenario 1	1352	5	Market Euphoria	152	TRADING	151307.42	2470118.79	148833.06	286535.7	503507.85	445616.42	377269.62	488018.84	770880.1	951538.56	448286.51	327805.16	1600729.86	19843.78	457406.75	42741.02	264730.74	501771.21	170829	54015.21	124875.01	445221.57	346941.82	417357.07	96898.77	115374.67	147525.74	195212.7	105200.81	158078.61	122410.56	209644.85	151395.91	94689.04	152120.76	208943.67	113271.49	1351502.37	20016.87	15592.1	125031.37	230321.19	131.8	1281323.48	3502999.93	34584.14	602635	452374.11	64735.33	48913.63
Scenario 1	1353	5	Market Euphoria	153	TRADING	151283.72	2476220.95	148841.9	287341.67	503994.62	445573.98	377816.84	487959.9	771784.25	949558.05	449133.89	327271.7	1604254.19	19846.75	456798.43	42717.19	263569.85	502473.64	170906.19	53981.06	124247.85	447182.98	346736.54	416908.74	96446.02	115338	147568.08	195056.57	105216.33	157655.6	122358.81	209503.45	151570.41	94630.75	152599.55	208320.55	113375.95	1352143.52	19986.03	15572.87	124858.89	230789.27	131.52	1286706.19	3500659.28	34615.25	603061.99	453364.9	64978.26	49168.97
Scenario 1	1354	5	Market Euphoria	154	TRADING	151243.27	2467728.59	148514.14	287222.02	504522	445329.89	377559.67	487284.7	772072.49	953308.27	448788.06	327652.38	1604669.59	19834.94	457533.28	42678.79	263430.07	502605.3	170887.19	54018.04	124170.89	447456.08	345650.52	416202.69	95954.71	115352.62	148092.81	195229.52	105361.97	157599.47	122334.07	210272.94	151663.17	94410.75	153097.18	208565.29	113456.92	1351811.87	20006.1	15466.17	124727.53	231094.42	131.18	1290954.13	3512668.3	34596.6	603789.52	454115.24	65046.11	49349.64
Scenario 1	1355	5	Market Euphoria	155	TRADING	151051.4	2465304.92	148342.65	286745.98	504551.34	445658.51	377200.94	488319.97	773076.18	955397.61	448816.08	327248.91	1608241.06	19849.57	458195.62	42685.32	263737.22	501896.45	170817.72	54016.36	124081.99	447158.7	346022.01	416349.47	95351.06	115151.46	148406.38	195186.52	105355.2	157884.13	122420.39	209846.27	151677.06	94574.88	153609.78	208830.68	113448.24	1353101.49	20040.09	15494.2	124512.88	230812.14	130.71	1296681.3	3523965.74	34592.07	603781.62	454306.17	65132.5	49374.32
Scenario 1	1356	5	Market Euphoria	156	TRADING	151154.64	2470050.77	148316	286233.8	503898.28	445602.28	378201.86	488775.55	772114.17	956067.15	447908.91	327473.27	1611177.68	19866.63	459556.12	42666.17	263154.37	502605.88	171047.02	54015.24	124607.32	447075.16	346247.48	416756.3	94780.85	114938.36	148663.47	195272.02	105382.72	158026.72	122442.05	209832.29	152070.46	94696.74	154074.44	209394.82	113390.44	1353712.17	20032.23	15440.75	124459.58	231185.11	130.84	1296234.09	3524563.97	34620.84	605039.24	454544.99	65216.87	49335.25
Scenario 1	1357	5	Market Euphoria	157	TRADING	151206.46	2465372.52	148325.29	286406.72	503935.14	445029.66	378459.93	490277.35	771450.87	956325.29	447750.88	326957.18	1613454.45	19862.65	459704.35	42708.06	262912.85	503385.81	171270.75	54074.74	124351.22	448506.15	345863.07	416980.3	94581.79	114800.82	148883.1	195442.42	105275.26	157889.89	122385.01	210015.64	152149.87	94573.28	154340.6	210358.39	113524.43	1355980	20047.43	15466.13	124698.93	231697.99	131.27	1297904.84	3526165.64	34598.55	605316.94	455444.45	65498.96	49473.98
Scenario 1	1358	5	Market Euphoria	158	TRADING	151292.76	2465773.71	148128.09	286910.11	503996.8	444901.82	378933.4	490036.5	771060.31	957284.24	448041.32	326943.54	1616567.93	19846.9	458677.38	42727.56	262769.1	502958.29	171176.91	54079.97	124662.55	448093.2	344673.06	417174.48	94259.13	114921.25	148946.15	195144.3	105297.76	157378.1	122455	210179.54	152056.78	94579.13	154522.77	211586.13	113457.77	1353982.03	20034.59	15476.25	125197.03	231588.26	130.94	1296833.7	3532096.26	34567.98	605130.43	455626.33	65637.97	49336.08
Scenario 1	1359	5	Market Euphoria	159	TRADING	151401.92	2491370.21	148184.63	287664.25	503238.89	445166.64	377613.87	490578.45	772556.01	959984.15	447343.83	327932.78	1619601.37	19865.94	457156.84	42733.78	263929.08	501941.49	171321.82	54021.72	124499.6	448969.62	343951.68	417318.88	94139.47	114869.1	148539.22	195337.15	105208.43	157950.8	122418.5	210138.3	151756.12	94387.13	154623.4	211301.53	113485.96	1354435.11	20024.47	15506.11	124986.82	231508.89	131.04	1293231.24	3539736.94	34594.63	605477.28	454138.56	65529.69	49267.05
Scenario 1	1360	5	Market Euphoria	160	TRADING	151355.37	2490849.89	147800.84	287780.16	503391.14	445176.47	377784.67	490350.71	772857.1	961786.18	447419.11	327792.35	1619891.17	19882.11	456154.31	42739.04	264786.05	501523.99	171530.88	53971.08	124406.21	447938.79	343031.83	417325.73	94029.45	114543.1	149330.32	195366.58	105139.05	157574.13	122312.9	210019.27	151525.85	94481.13	154519.88	211378.83	113522.29	1352990.41	20013.76	15533.35	124912.61	231597.54	130.8	1289269.1	3547792.31	34598.21	605238.3	454455.79	65588.6	49134.08
Scenario 1	1361	5	Market Euphoria	161	TRADING	151213.28	2497032.22	147977.34	288427.13	503382.45	445091.19	378494.24	491025.46	772859.39	965178.55	446973.26	328776.59	1622841.38	19884.17	455517.16	42684.36	265912.89	501534.38	171981.58	53981.97	124900.12	445465.8	341907.85	417168.38	93827.61	114608.29	148473.86	195420.96	105330.14	158015.72	122236.88	210722.04	151530.95	94510.48	154413.59	211698.15	113533.68	1352688.16	19975.9	15481.36	124646.01	231815.82	130.65	1282976.47	3550581.56	34598.38	606158.88	454332.69	65411.79	49124.48
Scenario 1	1362	5	Market Euphoria	162	TRADING	151204.45	2503938.23	148501.51	288260.45	502295.42	444443.39	378880.85	492632.93	773431.61	966023.07	447098.42	328888.97	1625221.49	19859.64	455403.09	42673.94	266877.81	501916.76	171695.95	53963.4	124650.04	445470.36	342456.42	417154.46	93770.85	114661.58	148354.85	195313.3	105230.33	157814.66	122235.17	210772.29	151370.75	94781.93	154397.21	211801.39	113590.5	1352927.7	19959.17	15443.47	124990.56	231490.39	130.43	1278399.84	3546144.2	34603.63	605815.41	454417.94	65572.67	49175.8
Scenario 1	1363	5	Market Euphoria	163	TRADING	151253.84	2508640.54	148444.82	288270.51	501102.73	444491.15	378277.67	492494.16	773850.41	965849.29	446588.4	329016.09	1625802.1	19860.04	455127.23	42720.44	268403.44	502923.23	171706.06	53930.99	124794.72	444906.2	341922.8	416823.17	93809.85	114644.44	148153.73	195142.15	105285.54	158251.52	122353.6	210745.55	151575.17	94827.84	154363.41	212460.69	113477.02	1353572.2	19967.56	15431.3	124839.29	230914.23	130.93	1273575.71	3548796	34600.49	606233.25	454934.39	65615.05	49242.43
Scenario 1	1364	5	Market Euphoria	164	TRADING	151474.69	2503783.38	148273.58	288202.28	500622.57	445159.02	378458.46	493187.16	775503.67	966695.72	446838	328011.56	1630048.41	19858.82	455784.02	42723.22	271100.98	503269.4	171654.32	53880.79	124756.26	445292.24	342463.87	417848.87	93880.55	114747.26	147986.85	195132.74	105197.13	157643.61	122340.5	210146.88	151318.84	94734.21	154133.9	212543.39	113462.07	1353732.11	19918.95	15423.82	124464.18	230284.39	131.09	1270665.88	3537112.55	34612.83	606371.16	454221.44	65292.27	49184.71
Scenario 1	1365	5	Market Euphoria	165	TRADING	151658.99	2501745.43	148533.61	288846.21	500384.19	445022.39	377194.21	492820.62	775722.31	967676.7	446439.3	328039.78	1635865.86	19874.08	456228.93	42755.14	272874.65	502657.84	171332.12	53839.58	125276.51	444510.35	342641.96	418072.99	93970.04	114684.07	148084.07	195198.11	105332.13	157960.57	122355.13	209757.1	151380.67	94730.04	154041.18	213258.95	113490.06	1356714.69	19902.82	15404.49	124050.76	229661.54	131.43	1266860.91	3541575.77	34591.67	605689.15	454035.34	65582.12	49333.7
Scenario 1	1366	5	Market Euphoria	166	TRADING	151682.69	2500042.74	148635.7	288703.43	500759.04	444367.33	377369.34	492980.07	776323.75	969004.21	446970.12	328988.26	1639717.95	19888.93	456996.79	42756.85	275067.63	501499.09	171663.99	53666.32	124752.95	445337.58	341480.48	418846.33	94109.57	114584.64	147684.71	195176.17	105184.53	158264.9	122263.3	209219.28	151574.31	94749.79	153760.51	213539.97	113392.93	1358455.24	19907.46	15436.99	123724.73	228862.42	131.93	1262048.31	3554075.94	34592	605213.28	453316.31	65689.93	49243.65
Scenario 1	1367	5	Market Euphoria	167	TRADING	151634.87	2514621.9	148484.09	289114.69	501210.95	443945.85	375979.49	492422.09	776625.59	969380.21	446223.74	327881.64	1639874.85	19888.05	456652.28	42748.82	276833.21	502085.94	171489.07	53616.41	124722.69	446985.78	340610.35	418715.06	94257.4	114590.55	148137.19	195319.32	105471.07	158079.08	122416.97	210651.78	151743.83	94815.7	153645.22	213178.01	113387.57	1359623.18	19894.56	15394.32	123569.71	228178.09	131.52	1258691.18	3552831.84	34610.04	605326.22	453004.29	65867.07	49321.67
Scenario 1	1368	5	Market Euphoria	168	TRADING	152048.4	2524618.48	148366.83	289136.32	501702.71	443119.59	375558.75	492061.89	776439.3	968212.72	446768.18	327674.66	1643865.15	19879.01	456346.37	42756.99	278999.56	501447.27	171542.4	53536.34	124171.03	446241.69	339973.58	418457.88	94253.92	114686.57	148619.28	195356.37	105411.61	157774.85	122347.56	210801.06	151660.58	94912.97	153455.83	214157.66	113430.3	1357548.76	19900.21	15429.72	123771.71	227845.45	131.91	1254568.6	3558039.73	34589.1	605702.63	452486.93	65747.28	49305.02
Scenario 1	1369	5	Market Euphoria	169	TRADING	152209.97	2526583.36	148171.69	290200.7	502638.6	441844.09	375174.02	491636	775090.95	968505.98	447233.59	326861.52	1641853.63	19879.44	455946.9	42794.76	281717.32	502348.47	170971.18	53498.26	124227.75	446870.86	340520.57	419303.32	94235.79	114839.01	148849	195557.37	105186.35	157768.16	122411.87	211463.43	151397.11	95007.44	153358	215040.18	113338.54	1357658.52	19909.38	15396.51	123479.46	226821.49	132.28	1253819.83	3565401.11	34590.8	605424.63	452072.65	65834.39	49394.5
Scenario 1	1370	5	Market Euphoria	170	TRADING	152376.08	2532125.66	148383.81	290707.64	502155.33	440259.49	376262.81	491570.86	775389.38	971399.2	447559.15	327496.27	1640938.28	19869.88	455874	42780.62	283864.21	502350.14	170610.19	53476.74	124375.97	447483.08	340031.54	419887.06	94121.56	114798.41	149419.9	195723.19	105547.25	157493.99	122499.03	211486.96	151231.69	95149.28	153001.96	214879.72	113337.15	1358976.54	19942.8	15384.58	123104.89	226185.6	132.08	1250158.11	3575972.52	34571.01	605466.64	452184.73	65914.88	49437
Scenario 1	1371	5	Market Euphoria	171	TRADING	152603.54	2534271.91	148590.48	290570.3	502611.74	439353.97	375365.19	490793.67	776049.13	965692.7	447615.74	326856.13	1644739.02	19885.05	455929.36	42809.99	286056.29	501943.04	170793.07	53509.1	124429.4	447955.04	340143.59	420473.11	94112.15	114788.59	148684.7	195628.81	105652.69	157521.23	122438.5	212036.03	151211.2	95191.62	152765.44	215692.17	113225.91	1360927.89	19926.92	15350.97	122944.26	225847.58	132.06	1249495.2	3579359.69	34598.13	605605.73	452818.26	65916.28	49419.78
Scenario 1	1372	5	Market Euphoria	172	TRADING	152208.91	2541445.3	148829.51	290920.39	502633.77	438072.54	374609.72	490550.54	774276.9	965623.84	447766.24	326525.32	1645994.64	19875.32	456504.04	42785.9	287955.38	501287.23	170912.26	53481.74	124651.99	446944.96	339488.55	420355.87	93982.91	114659.05	148587.87	195543.76	105493.89	157054.22	122543.69	213192.27	151071.88	95491.05	152651.81	215271.28	113155.63	1361948.89	19932.22	15323.69	123341.76	224967.24	131.5	1249377.51	3586480.97	34592.17	605343.61	452754.49	66030.18	49501.71
Scenario 1	1373	5	Market Euphoria	173	TRADING	152272.48	2545266.49	148730.58	291146.78	503014.03	436833.53	373354.47	491822.54	772930.78	968121.82	448289.88	325782.56	1648735.56	19857.91	457502.94	42702.64	290602.71	501800.73	170633.56	53450.69	124864.63	448170.75	339251.27	420429.76	93778.84	114719.74	148323.67	195488.51	105519.46	156904.13	122671.83	213973.82	150801.25	95423.18	152271.98	216050.82	113185.17	1360650.23	19943.69	15373.54	123269.92	224725.9	131.57	1247998.26	3588419.31	34565.26	604899.24	452022.9	66302.78	49156.37
Scenario 1	1374	5	Market Euphoria	174	TRADING	152229.92	2555172.27	149035.03	292014.14	503842.09	435259.87	373281.59	490794.96	774098.96	967077.21	447273.26	326689.7	1651517.39	19849.43	457237.16	42662.35	292850.32	501312.28	170633.53	53421.18	125030.43	449589.66	338980.79	420744.58	93567.15	114905.73	148325.44	195703.72	105491.88	156820.65	122715.8	213910.11	150741	95530.32	152111.17	216757.58	113156.16	1360664.6	19949.88	15411.21	123682.89	224856.72	131.53	1246975.82	3585009.96	34557.92	605387.95	452004.34	66277.53	49111.87
Scenario 1	1375	5	Market Euphoria	175	TRADING	152005.84	2553848.81	149347	292787.79	503989.24	433593.87	373630.51	491344.8	773934.86	967724.48	447735.76	326418.55	1658399.19	19850.17	459377.28	42615.93	295731.64	499983.12	170443.79	53440.95	125153.92	449233.57	339842.86	420479.03	93492.89	114943.1	148040.87	195581.26	105296.62	156873.4	122745.94	214554.76	150610.88	95515.07	151651.27	217506.89	113195.11	1361967.64	19922.97	15377.36	124142.04	224787.08	132.26	1246428.02	3595362.49	34557.9	604426.97	451636.06	66453.12	49206.22
Scenario 1	1376	5	Market Euphoria	176	TRADING	151997.38	2562253.86	149595.65	292991.2	504358.87	432641.69	374285.98	492445.23	773975.07	973691.13	447935.17	326448.84	1661963.88	19826.94	460880.34	42594.79	297074.79	500575.58	170798.65	53460.48	125632.11	448131.91	340941.37	421279.87	93310.06	114965.58	148401.92	195715.75	105398.38	156979.12	122639.72	214794.96	150527.95	95406.5	151444.45	217349.66	113221.44	1362468.85	19909.5	15357.73	125183.42	224669.44	132.58	1245436.6	3585348.76	34576.39	604151.9	450293.32	66670.48	49212.87
Scenario 1	1377	5	Market Euphoria	177	TRADING	151980.7	2558573.63	149637.11	292652.09	503873.09	432119.2	375188.91	493960.15	776088.8	974553.38	448268.8	326108.07	1666781.61	19824.92	461679.51	42612.47	299001.64	499415.63	171404.28	53426.12	125631.44	447032.13	341400.06	421149.66	93203.66	114792.72	147929.32	195264.96	105494.62	157205.72	122727.24	215047.08	150674.55	95395.24	151083.23	216415.85	113348.1	1361626.24	19951.41	15372.27	125980.59	224034.97	132.94	1246844.87	3582120.8	34553.42	603578.69	450518.42	66931.52	49054.21
Scenario 1	1378	5	Market Euphoria	178	TRADING	152172.37	2554864.41	149847.28	292877.1	504061.17	431584.02	375813.45	495891.88	776547.23	973673.54	448027.18	326670.01	1671940.24	19804.7	462142.58	42591.17	300371.86	500180.86	171620.45	53366.56	126086.05	447051.44	340183.47	421128.53	93000.38	115197.96	147993.52	195389.51	105657.71	156707.9	122805.82	215730.49	150570.71	95174.35	150687.31	217852.01	113361.74	1361868.37	19982.96	15405.64	126457.94	223581.89	132.19	1247013.38	3578440.85	34574.54	604310.79	450452.06	67206.68	49020.15
