SK hynix	Samsung Electronics	KODEX Semiconductor	KODEX Leverage	TIGER Semiconductor TOP10
2954464.28	517896.22	250297.38	229125.99	77638.08
2960778.2	527538.1	248919.88	236759.39	78497.02
3002324.14	534851.45	248253.45	239991.53	78488.92
3018999.74	541131.34	247388.06	242262.62	78067.22
2979376.1	547645.34	248074.99	234896.51	78560.75
3021785.63	550688.88	245848.37	235869.11	79844.02
2926006.25	540309.95	246245.37	235581.07	80575.73
2880068.01	535680.76	250166.19	238976.35	80992.31
2919444.26	532912.38	252259.58	234386.52	81729.87
2988897.54	521911.38	259249.66	238335.93	82305.98
3039718.7	526746.04	263446.02	234615.28	80831.99
3038152.48	535931.13	276927.39	240600.65	80192.12
3046735.33	543287.73	276677.54	241975.93	80013.77
3009189.26	542640.09	280962.47	248169.63	79908.05
3034396.96	534687.33	285835.47	250847.21	81184.87
3126593.94	538100.72	290351.09	244749.93	81579.62
3201370.9	542643.36	288194.37	253252.86	83207.68
3206928.03	532947.12	290513.68	256486.92	83451.67
3267591.16	524076.78	291491.17	254969.11	83606.01
3164855.41	523878.34	279603.44	255032.24	83123.12
3069650.12	521170.25	272716.32	245744.65	81870.43
2999200.99	517701.97	265498.32	237015.37	81378.44
2980908.79	495193.03	258524.14	235280.26	80340.18
2848353.11	491785.57	251141.82	236585.46	79099.66
2834716.07	489581.07	240286.7	231083.53	77803.94
2840609.43	492517.33	236313.93	227845.28	76781.55
2854430.76	476083.47	224770.77	227058.72	76194.83
2858363.69	474695.07	222841.58	220528.82	74540.98
2877583.57	463122.72	221144.73	213225.56	73647.13
2829922.71	448078.38	214541.36	204057.85	72746.69
2856333.5	431032.38	209260.88	206177.18	70093.12
2814482.93	426037.01	203533.9	198063.24	66860.39
2772328.49	421641.6	204069.94	188501.69	65947.14
2812131.8	421745.78	201393.02	194146.76	67129.37
2746138.62	415987.8	202574.2	196025.4	65014.96
2714681.75	421407.4	195712.52	200419.07	64531.21
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2641367.76	415155.8	192826.66	190518.31	63259.13
2677807.61	387557.3	191108.06	186400.6	62220.09
2592594.13	369427.4	190685.94	183242.08	60863.45
2607501.44	365610.76	190509.96	174747.66	61041.52
2552813.18	371334.2	187754.05	178635.62	60376.89
2510164.66	368806.52	187521.01	174040.99	59447.24
2436382.9	380146.55	187718.57	170057.31	59835.98
2455914.94	388263.51	188229.17	175059.86	59646.33
2491266.86	398218.94	183065.2	172841.89	59562.78
2487142.81	396189.85	184749.82	178019.49	57796.49
2479164.27	393631.16	181970.36	175120.31	58308.85
2449136.25	390806.33	180515.33	172972.13	58395.28
2462600.37	385817.56	185358	171155.2	58140.39
2481932.65	381011.38	182222.18	174230.52	56054.03
2459279.05	374718.99	181259.82	173538.12	57182.06
2436130.24	365306.04	178653.41	167323.91	57150.73
2387336.28	356211.36	180785.5	177423.12	58240.49
2291690.63	363231.89	183586.16	173335.05	57077.92
2279602.16	360648.82	186448.85	173800.16	55834.73
2255202.02	364024.66	187330.36	168506.65	53605.75
2259225.22	366849.81	187968.91	167170.05	52845.33
2218753.78	364597.28	181103.05	163361.6	53167.82
2186254.55	348766.93	176458.98	158393.29	53829.25
2204147.16	350340.93	171450.39	161710.74	56435.02
2129028.87	354436.82	170120.72	162239.13	57461.46
2129729.08	351850.42	174390.46	161723.57	56628.7
2169008.71	356650.64	170911.63	155025.87	54994.02
2176351.21	353827.15	169644.97	162637.97	54586.34
2168852.45	352145.19	174413.38	163921.05	54307.8
2227759.87	357815.55	172390.81	165387.91	56126.17
2239241.99	365147.47	170705.32	173922.1	55469.05
2306995.28	366095.64	170955.52	170128.02	56052.35
2304809.57	372401.19	175793.36	173851.85	56163.99
2299803.19	366961.81	174583.21	172481.13	56759.32
2377508.87	363263.37	176156.35	172628.75	55458.49
2488629.85	373494.67	180397.53	174316.05	56016.11
2510569.78	373841.3	180144.38	180106.2	55626.16
2648840.63	369814.67	184848.15	174626.7	55677.11
2574648.9	377572.35	183806.82	171790.26	54121.41
2523448.7	386342.31	187898.77	176387.93	52937.09
2519021.84	384985.78	186606.05	172683.58	54157.93
2480609.09	393001.51	190698.86	174419.31	57108.57
2536529.76	396527.12	189055.69	171152.53	57098.74
2603109.95	400640.4	190709.34	171835.67	58192.47
2636208.09	396344.85	190861.3	173106.4	59643.76
2602819.94	401007.06	193407.01	180377.72	59869.86
2557750.63	393595.89	197626.61	175203.01	59893.9
2477933.5	384779.31	193965.42	172730.01	59897.4
2474977.21	381121.44	194552.97	179342.62	59217.99
2382418.06	375391.63	190706.9	169293.39	57675.02
2354959.91	374947.98	187426.66	164300.76	56252.45
2273971.37	367083.61	189158.58	158289.64	53770.31
2282995.81	359095.83	186791.73	153305.64	54213.79
2306766.62	354789.58	178097.96	155573.89	53419.67
2267635.5	360993.82	177800.33	152762.62	53783.77
2216886.33	357425.86	173886.22	146059.91	54709.51
2162435.32	345818.77	171370.04	142219.92	53323.65
2105348.75	347739.29	169285.94	143994.03	52783.88
2100196.69	335993.48	166253.5	147294.11	50428.71
2070793.7	331858.88	164607.08	145861.32	47967
2134324.89	320503.83	163693.08	149019.95	49938.83
2167145.17	324442.92	161490.19	152593.7	51988.44
2224883.25	335063.73	158494.43	151517.53	52013
2222403.38	330213.58	156559.13	152372.85	49560.87
2165950.62	324752.65	152947.58	146693.72	48741.81
2134885.2	319312.5	146368.63	142936.84	49696.25
2156329.7	317487.16	145201.83	146975.4	49502.28
2078994.23	307968.65	147710.84	158224.75	49454.5
2006397.38	293175.35	143418.11	146484.2	49463.69
2004248.54	297920.66	146082.47	146991.8	50298.55
2031843.98	298422.07	149939.32	143659.68	50586.15
1997246	302071.95	149613.41	153094.31	51125.77
2046704.74	297967.1	147690.08	152750.42	51901.63
2094485.22	298650.33	149364.54	152880.92	51610.91
2120619.51	299136.73	149892.77	151018.48	49269.92
2238059.47	304911.58	152429.63	148293.94	47965.44
2209059.89	300011.75	155167.16	141148.4	48432.08
2235925.74	305178.71	152491.41	138176.61	48158.04
2281400.64	302505.24	151540.33	136597.19	49659.44
2279383.67	300086.38	155747.54	138708.28	49494.85
2357316.65	307489.96	148212.18	145422.82	48762.21
2322967.3	314787.86	144203.2	147849.49	49538.12
2322303.29	312159.71	148510.42	150607.12	47574.82
2280712.34	312806.9	155772.35	149607.17	46269.6
2298670.91	323226.1	156560.88	152693.44	48493.3
2283196.84	326259.12	151790.23	153065.86	50705.72
2157368.9	326038.06	153301.35	158109.03	50926.29
2121857.1	319546.39	155838.68	153608.34	51524.62
2188137.85	309334.62	162541.27	156268.33	52277.49
2165209.32	308700.08	165916.03	166598.25	50700.3
2215430.3	301873.09	166963.65	164117	51031.42
2254796.39	308068.67	169513.1	163211.2	50700.81
2209546.35	316464.1	161757.63	164200.34	50505.06
2175355.97	323950.53	158949.57	151221.19	51437.2
2130304.49	326680.34	153509.3	156871.01	51639.43
2083444.74	317696.68	151671.14	157829.23	52131.56
2070420.25	320002.48	149950.03	150321.87	51410.49
2076287.44	321391.4	149155.2	143439.15	51125.07
2073824.44	320736.45	149010.86	142128.64	50952.81
2028145.62	312554.11	149250.52	144320.57	50306.5
2035089.8	304623.55	150957.48	145588.94	49364.3
2037472.42	307911.28	145580.46	149740.54	47732.91
2011932.89	301784.02	148673.02	143537.01	46004.82
1977325.23	304006	146097.18	143195.42	46668.1
1984009.9	290638.05	147240.49	142465.49	47469.64
2000944.54	302276.37	145222.81	135103.54	45474.29
1944509.74	313664.06	142679.47	138285.23	43938.88
1917211.15	297500.45	143389.23	135565.32	43818.58
1896023.02	283597.44	138303.31	134213.49	42774.34
1890586.64	269231.03	137872.34	130548.45	43548.48
1907037.2	253943.99	134509.29	133361.47	42741.27
1891333.86	250815.47	127692.89	134671.11	41736.99
1826788.63	253622.47	128285.56	132029.12	39714
1792823.54	258950.29	131554.86	121360.29	39658.42
1859084.32	255164.01	132472.31	118882.49	40921.14
1764346.15	268379.2	132096	120572.74	41090.15
1712814.97	259968.41	126425.44	120035.83	40282.79
1711723.86	250088.8	119190.25	116559.16	39923.7
1697181.51	237445.65	117426.67	117142.27	39447.32
1732606.6	238473.33	120771	114989.05	38093.89
1717283.98	233556.15	118332.73	116909.16	37932.82
